,Fecha,Rango_edad,Casos,Hospitalizados,Ingresos_uci,Fallecidos,Casos nuevos14,Casos nuevos7,Casos nuevos,Población,IA 7 días,IA 14 días
1248,2020-07-16,60 a 69,452,193,27,11,9.0,4.0,1,77345,5.171633589760165,11.636175576960373
1249,2020-07-16,70 a 79,358,219,28,36,6.0,3.0,1,53066,5.653337353484341,11.306674706968682
1250,2020-07-16,Mayor de 80,669,365,0,161,2.0,0.0,0,41042,0.0,4.873056868573657
1251,2020-07-17,0 a 9,16,5,2,0,0.0,0.0,0,46913,0.0,0.0
1252,2020-07-17,10 a 19,43,6,0,0,8.0,6.0,2,55828,10.74729526402522,14.329727018700295
1253,2020-07-17,20 a 29,174,21,2,0,8.0,6.0,1,50505,11.88001188001188,15.84001584001584
1254,2020-07-17,30 a 39,322,45,4,1,2.0,0.0,0,70473,0.0,2.8379663133398605
1255,2020-07-17,40 a 49,514,116,10,1,18.0,8.0,0,97769,8.182552751894772,18.410743691763237
1256,2020-07-17,50 a 59,591,161,7,2,8.0,4.0,1,89964,4.446222933617891,8.892445867235782
1257,2020-07-17,60 a 69,454,193,27,11,9.0,5.0,2,77345,6.464541987200207,11.636175576960373
1258,2020-07-17,70 a 79,358,219,28,36,5.0,3.0,0,53066,5.653337353484341,9.4222289224739
1259,2020-07-17,Mayor de 80,669,365,0,161,2.0,0.0,0,41042,0.0,4.873056868573657
1260,2020-07-18,0 a 9,17,5,2,0,1.0,1.0,1,46913,2.1316053119604375,2.1316053119604375
1261,2020-07-18,10 a 19,44,6,0,0,9.0,7.0,1,55828,12.538511141362756,16.120942896037832
1262,2020-07-18,20 a 29,177,21,2,0,11.0,7.0,3,50505,13.86001386001386,21.78002178002178
1263,2020-07-18,30 a 39,322,45,4,1,2.0,0.0,0,70473,0.0,2.8379663133398605
1264,2020-07-18,40 a 49,517,116,10,1,20.0,11.0,3,97769,11.251010033855312,20.45638187973693
1265,2020-07-18,50 a 59,591,161,7,2,8.0,4.0,0,89964,4.446222933617891,8.892445867235782
1266,2020-07-18,60 a 69,454,193,27,11,9.0,5.0,0,77345,6.464541987200207,11.636175576960373
1267,2020-07-18,70 a 79,358,219,28,36,5.0,3.0,0,53066,5.653337353484341,9.4222289224739
1268,2020-07-18,Mayor de 80,669,365,0,161,2.0,0.0,0,41042,0.0,4.873056868573657
1269,2020-07-19,0 a 9,20,5,2,0,4.0,4.0,3,46913,8.52642124784175,8.52642124784175
1270,2020-07-19,10 a 19,45,6,0,0,10.0,7.0,1,55828,12.538511141362756,17.912158773375367
1271,2020-07-19,20 a 29,184,21,2,0,18.0,13.0,7,50505,25.74002574002574,35.640035640035634
1272,2020-07-19,30 a 39,322,45,4,1,2.0,0.0,0,70473,0.0,2.8379663133398605
1273,2020-07-19,40 a 49,521,116,10,1,24.0,15.0,4,97769,15.342286409802698,24.547658255684315
1274,2020-07-19,50 a 59,593,161,7,2,10.0,6.0,2,89964,6.669334400426837,11.115557334044729
1275,2020-07-19,60 a 69,456,193,27,11,11.0,7.0,2,77345,9.05035878208029,14.221992371840454
1276,2020-07-19,70 a 79,359,219,28,36,6.0,4.0,1,53066,7.537783137979121,11.306674706968682
1277,2020-07-19,Mayor de 80,670,365,0,161,3.0,1.0,1,41042,2.4365284342868283,7.3095853028604845
1278,2020-07-20,0 a 9,20,5,2,0,4.0,4.0,0,46913,8.52642124784175,8.52642124784175
1279,2020-07-20,10 a 19,45,6,0,0,9.0,6.0,0,55828,10.74729526402522,16.120942896037832
1280,2020-07-20,20 a 29,186,21,2,0,20.0,15.0,2,50505,29.7000297000297,39.6000396000396
1281,2020-07-20,30 a 39,322,45,4,1,2.0,0.0,0,70473,0.0,2.8379663133398605
1282,2020-07-20,40 a 49,525,116,10,1,26.0,19.0,4,97769,19.433562785750084,26.593296443658012
1283,2020-07-20,50 a 59,595,161,7,2,11.0,8.0,2,89964,8.892445867235782,12.227113067449203
1284,2020-07-20,60 a 69,460,194,28,11,15.0,11.0,4,77345,14.221992371840454,19.39362596160062
1285,2020-07-20,70 a 79,359,219,28,36,6.0,4.0,0,53066,7.537783137979121,11.306674706968682
1286,2020-07-20,Mayor de 80,671,365,0,161,4.0,2.0,1,41042,4.873056868573657,9.746113737147313
1287,2020-07-21,0 a 9,20,5,2,0,4.0,4.0,0,46913,8.52642124784175,8.52642124784175
1288,2020-07-21,10 a 19,45,6,0,0,9.0,5.0,0,55828,8.956079386687684,16.120942896037832
1289,2020-07-21,20 a 29,186,21,2,0,19.0,14.0,0,50505,27.72002772002772,37.62003762003762
1290,2020-07-21,30 a 39,323,45,4,1,2.0,1.0,1,70473,1.4189831566699302,2.8379663133398605
1291,2020-07-21,40 a 49,525,116,10,1,26.0,16.0,0,97769,16.365105503789543,26.593296443658012
1292,2020-07-21,50 a 59,596,161,7,2,12.0,8.0,1,89964,8.892445867235782,13.338668800853673
1293,2020-07-21,60 a 69,460,194,28,11,15.0,11.0,0,77345,14.221992371840454,19.39362596160062
1294,2020-07-21,70 a 79,359,219,28,36,4.0,3.0,0,53066,5.653337353484341,7.537783137979121
1295,2020-07-21,Mayor de 80,671,365,0,161,3.0,2.0,0,41042,4.873056868573657,7.3095853028604845
1296,2020-07-22,0 a 9,20,5,2,0,4.0,4.0,0,46913,8.52642124784175,8.52642124784175
1297,2020-07-22,10 a 19,46,6,0,0,9.0,5.0,1,55828,8.956079386687684,16.120942896037832
1298,2020-07-22,20 a 29,187,21,2,0,19.0,14.0,1,50505,27.72002772002772,37.62003762003762
1299,2020-07-22,30 a 39,324,45,4,1,3.0,2.0,1,70473,2.8379663133398605,4.256949470009791
1300,2020-07-22,40 a 49,526,116,10,1,23.0,14.0,1,97769,14.319467315815853,23.52483916169747
1301,2020-07-22,50 a 59,597,161,7,2,10.0,8.0,1,89964,8.892445867235782,11.115557334044729
1302,2020-07-22,60 a 69,461,194,28,11,15.0,10.0,1,77345,12.929083974400413,19.39362596160062
1303,2020-07-22,70 a 79,359,219,28,36,4.0,2.0,0,53066,3.7688915689895603,7.537783137979121
1304,2020-07-22,Mayor de 80,671,365,0,161,2.0,2.0,0,41042,4.873056868573657,4.873056868573657
1305,2020-07-23,0 a 9,20,5,2,0,4.0,4.0,0,46913,8.52642124784175,8.52642124784175
1306,2020-07-23,10 a 19,48,6,0,0,11.0,7.0,2,55828,12.538511141362756,19.703374650712902
1307,2020-07-23,20 a 29,190,21,2,0,22.0,17.0,3,50505,33.660033660033655,43.56004356004356
1308,2020-07-23,30 a 39,327,45,4,1,5.0,5.0,3,70473,7.094915783349652,7.094915783349652
1309,2020-07-23,40 a 49,528,116,10,1,24.0,14.0,2,97769,14.319467315815853,24.547658255684315
1310,2020-07-23,50 a 59,601,161,7,2,14.0,11.0,4,89964,12.227113067449203,15.561780267662622
1311,2020-07-23,60 a 69,462,195,28,11,14.0,10.0,1,77345,12.929083974400413,18.10071756416058
1312,2020-07-23,70 a 79,361,219,28,36,6.0,3.0,2,53066,5.653337353484341,11.306674706968682
1313,2020-07-23,Mayor de 80,671,365,0,161,2.0,2.0,0,41042,4.873056868573657,4.873056868573657
1314,2020-07-24,0 a 9,21,5,2,0,5.0,5.0,1,46913,10.658026559802188,10.658026559802188
1315,2020-07-24,10 a 19,48,6,0,0,11.0,5.0,0,55828,8.956079386687684,19.703374650712902
1316,2020-07-24,20 a 29,192,21,2,0,24.0,18.0,2,50505,35.640035640035634,47.52004752004752
1317,2020-07-24,30 a 39,329,45,4,1,7.0,7.0,2,70473,9.932882096689513,9.932882096689513
1318,2020-07-24,40 a 49,531,116,10,1,25.0,17.0,3,97769,17.387924597776394,25.570477349671165
1319,2020-07-24,50 a 59,602,161,7,2,15.0,11.0,1,89964,12.227113067449203,16.673336001067092
1320,2020-07-24,60 a 69,463,195,28,11,14.0,9.0,1,77345,11.636175576960373,18.10071756416058
1321,2020-07-24,70 a 79,361,219,28,36,6.0,3.0,0,53066,5.653337353484341,11.306674706968682
1322,2020-07-24,Mayor de 80,671,365,0,161,2.0,2.0,0,41042,4.873056868573657,4.873056868573657
1323,2020-07-25,0 a 9,21,5,2,0,5.0,4.0,0,46913,8.52642124784175,10.658026559802188
1324,2020-07-25,10 a 19,48,6,0,0,11.0,4.0,0,55828,7.164863509350147,19.703374650712902
1325,2020-07-25,20 a 29,193,21,2,0,23.0,16.0,1,50505,31.68003168003168,45.54004554004554
1326,2020-07-25,30 a 39,332,45,4,1,10.0,10.0,3,70473,14.189831566699304,14.189831566699304
1327,2020-07-25,40 a 49,532,116,10,1,26.0,15.0,1,97769,15.342286409802698,26.593296443658012
1328,2020-07-25,50 a 59,602,161,7,2,15.0,11.0,0,89964,12.227113067449203,16.673336001067092
1329,2020-07-25,60 a 69,464,195,28,11,15.0,10.0,1,77345,12.929083974400413,19.39362596160062
1330,2020-07-25,70 a 79,361,219,28,36,6.0,3.0,0,53066,5.653337353484341,11.306674706968682
1331,2020-07-25,Mayor de 80,671,365,0,161,2.0,2.0,0,41042,4.873056868573657,4.873056868573657
1332,2020-07-26,0 a 9,22,5,2,0,6.0,2.0,1,46913,4.263210623920875,12.789631871762625
1333,2020-07-26,10 a 19,48,6,0,0,10.0,3.0,0,55828,5.37364763201261,17.912158773375367
1334,2020-07-26,20 a 29,195,21,2,0,24.0,11.0,2,50505,21.78002178002178,47.52004752004752
1335,2020-07-26,30 a 39,333,45,4,1,11.0,11.0,1,70473,15.608814723369234,15.608814723369234
1336,2020-07-26,40 a 49,532,116,10,1,26.0,11.0,0,97769,11.251010033855312,26.593296443658012
1337,2020-07-26,50 a 59,603,161,7,2,16.0,10.0,1,89964,11.115557334044729,17.784891734471564
1338,2020-07-26,60 a 69,464,195,28,11,15.0,8.0,0,77345,10.34326717952033,19.39362596160062
1339,2020-07-26,70 a 79,361,219,28,36,6.0,2.0,0,53066,3.7688915689895603,11.306674706968682
1340,2020-07-26,Mayor de 80,671,365,0,161,2.0,1.0,0,41042,2.4365284342868283,4.873056868573657
1341,2020-07-27,0 a 9,22,5,2,0,6.0,2.0,0,46913,4.263210623920875,12.789631871762625
1342,2020-07-27,10 a 19,53,6,0,0,14.0,8.0,5,55828,14.329727018700295,25.077022282725512
1343,2020-07-27,20 a 29,201,21,2,0,30.0,15.0,6,50505,29.7000297000297,59.4000594000594
1344,2020-07-27,30 a 39,334,45,4,1,12.0,12.0,1,70473,17.027797880039163,17.027797880039163
1345,2020-07-27,40 a 49,532,116,10,1,26.0,7.0,0,97769,7.1597336579079265,26.593296443658012
1346,2020-07-27,50 a 59,605,161,7,2,18.0,10.0,2,89964,11.115557334044729,20.008003201280513
1347,2020-07-27,60 a 69,464,195,28,11,15.0,4.0,0,77345,5.171633589760165,19.39362596160062
1348,2020-07-27,70 a 79,361,219,28,36,6.0,2.0,0,53066,3.7688915689895603,11.306674706968682
1349,2020-07-27,Mayor de 80,672,366,0,161,3.0,1.0,1,41042,2.4365284342868283,7.3095853028604845
1350,2020-07-28,0 a 9,22,5,2,0,6.0,2.0,0,46913,4.263210623920875,12.789631871762625
1351,2020-07-28,10 a 19,53,6,0,0,13.0,8.0,0,55828,14.329727018700295,23.285806405387977
1352,2020-07-28,20 a 29,201,21,2,0,29.0,15.0,0,50505,29.7000297000297,57.42005742005742
1353,2020-07-28,30 a 39,334,45,4,1,12.0,11.0,0,70473,15.608814723369234,17.027797880039163
1354,2020-07-28,40 a 49,532,116,10,1,23.0,7.0,0,97769,7.1597336579079265,23.52483916169747
1355,2020-07-28,50 a 59,606,161,7,2,18.0,10.0,1,89964,11.115557334044729,20.008003201280513
1356,2020-07-28,60 a 69,464,195,28,11,15.0,4.0,0,77345,5.171633589760165,19.39362596160062
1357,2020-07-28,70 a 79,361,219,28,36,5.0,2.0,0,53066,3.7688915689895603,9.4222289224739
1358,2020-07-28,Mayor de 80,672,366,0,161,3.0,1.0,0,41042,2.4365284342868283,7.3095853028604845
1359,2020-07-29,0 a 9,22,5,2,0,6.0,2.0,0,46913,4.263210623920875,12.789631871762625
1360,2020-07-29,10 a 19,54,6,0,0,13.0,8.0,1,55828,14.329727018700295,23.285806405387977
1361,2020-07-29,20 a 29,205,21,2,0,32.0,18.0,4,50505,35.640035640035634,63.36006336006336
1362,2020-07-29,30 a 39,335,45,4,1,13.0,11.0,1,70473,15.608814723369234,18.446781036709094
1363,2020-07-29,40 a 49,533,116,10,1,21.0,7.0,1,97769,7.1597336579079265,21.479200973723778
1364,2020-07-29,50 a 59,608,161,7,2,19.0,11.0,2,89964,12.227113067449203,21.119558934684985
1365,2020-07-29,60 a 69,465,195,28,11,14.0,4.0,1,77345,5.171633589760165,18.10071756416058
1366,2020-07-29,70 a 79,361,219,28,36,4.0,2.0,0,53066,3.7688915689895603,7.537783137979121
1367,2020-07-29,Mayor de 80,674,366,0,161,5.0,3.0,2,41042,7.3095853028604845,12.182642171434141
1368,2020-07-30,0 a 9,22,5,2,0,6.0,2.0,0,46913,4.263210623920875,12.789631871762625
1369,2020-07-30,10 a 19,55,6,0,0,14.0,7.0,1,55828,12.538511141362756,25.077022282725512
1370,2020-07-30,20 a 29,209,21,2,0,36.0,19.0,4,50505,37.62003762003762,71.28007128007127
1371,2020-07-30,30 a 39,338,45,4,1,16.0,11.0,3,70473,15.608814723369234,22.703730506718884
1372,2020-07-30,40 a 49,536,116,10,1,22.0,8.0,3,97769,8.182552751894772,22.502020067710625
1373,2020-07-30,50 a 59,609,161,7,2,19.0,8.0,1,89964,8.892445867235782,21.119558934684985
1374,2020-07-30,60 a 69,468,195,28,11,16.0,6.0,3,77345,7.757450384640248,20.68653435904066
1375,2020-07-30,70 a 79,362,220,28,36,4.0,1.0,1,53066,1.8844457844947802,7.537783137979121
1376,2020-07-30,Mayor de 80,677,370,0,161,8.0,6.0,3,41042,14.619170605720969,19.492227474294626
1377,2020-07-31,0 a 9,23,5,2,0,7.0,2.0,1,46913,4.263210623920875,14.921237183723063
1378,2020-07-31,10 a 19,58,6,0,0,15.0,10.0,3,55828,17.912158773375367,26.86823816006305
1379,2020-07-31,20 a 29,217,21,2,0,43.0,25.0,8,50505,49.5000495000495,85.14008514008513
1380,2020-07-31,30 a 39,344,45,4,1,22.0,15.0,6,70473,21.284747350048956,31.217629446738467
1381,2020-07-31,40 a 49,537,116,10,1,23.0,6.0,1,97769,6.136914563921079,23.52483916169747
1382,2020-07-31,50 a 59,609,161,7,2,18.0,7.0,0,89964,7.780890133831311,20.008003201280513
1383,2020-07-31,60 a 69,469,195,28,11,15.0,6.0,1,77345,7.757450384640248,19.39362596160062
1384,2020-07-31,70 a 79,362,220,28,36,4.0,1.0,0,53066,1.8844457844947802,7.537783137979121
1385,2020-07-31,Mayor de 80,677,370,0,161,8.0,6.0,0,41042,14.619170605720969,19.492227474294626
1386,2020-08-01,0 a 9,27,5,2,0,10.0,6.0,4,46913,12.789631871762625,21.316053119604376
1387,2020-08-01,10 a 19,61,6,0,0,17.0,13.0,3,55828,23.285806405387977,30.45066991473812
1388,2020-08-01,20 a 29,221,22,2,0,44.0,28.0,4,50505,55.44005544005544,87.12008712008712
1389,2020-08-01,30 a 39,347,45,4,1,25.0,15.0,3,70473,21.284747350048956,35.47457891674826
1390,2020-08-01,40 a 49,538,116,10,1,21.0,6.0,1,97769,6.136914563921079,21.479200973723778
1391,2020-08-01,50 a 59,612,162,8,2,21.0,10.0,3,89964,11.115557334044729,23.342670401493933
1392,2020-08-01,60 a 69,472,195,28,11,18.0,8.0,3,77345,10.34326717952033,23.272351153920745
1393,2020-08-01,70 a 79,363,220,28,36,5.0,2.0,1,53066,3.7688915689895603,9.4222289224739
1394,2020-08-01,Mayor de 80,679,371,0,161,10.0,8.0,2,41042,19.492227474294626,24.365284342868282
1395,2020-08-02,0 a 9,30,5,2,0,10.0,8.0,3,46913,17.0528424956835,21.316053119604376
1396,2020-08-02,10 a 19,63,6,0,0,18.0,15.0,2,55828,26.86823816006305,32.241885792075664
1397,2020-08-02,20 a 29,225,22,2,0,41.0,30.0,4,50505,59.4000594000594,81.18008118008117
1398,2020-08-02,30 a 39,348,45,4,1,26.0,15.0,1,70473,21.284747350048956,36.89356207341819
1399,2020-08-02,40 a 49,540,116,10,1,19.0,8.0,2,97769,8.182552751894772,19.433562785750084
1400,2020-08-02,50 a 59,614,162,8,2,21.0,11.0,2,89964,12.227113067449203,23.342670401493933
1401,2020-08-02,60 a 69,475,197,28,11,19.0,11.0,3,77345,14.221992371840454,24.565259551360786
1402,2020-08-02,70 a 79,365,220,28,36,6.0,4.0,2,53066,7.537783137979121,11.306674706968682
1403,2020-08-02,Mayor de 80,682,372,0,161,12.0,11.0,3,41042,26.801812777155114,29.238341211441938
1404,2020-08-03,0 a 9,32,5,2,0,12.0,10.0,2,46913,21.316053119604376,25.57926374352525
1405,2020-08-03,10 a 19,68,7,1,0,23.0,15.0,5,55828,26.86823816006305,41.19796517876335
1406,2020-08-03,20 a 29,238,22,2,0,52.0,37.0,13,50505,73.26007326007326,102.96010296010296
1407,2020-08-03,30 a 39,353,45,4,1,31.0,19.0,5,70473,26.960679976728677,43.988477856767844
1408,2020-08-03,40 a 49,546,116,10,1,21.0,14.0,6,97769,14.319467315815853,21.479200973723778
1409,2020-08-03,50 a 59,619,162,8,2,24.0,14.0,5,89964,15.561780267662622,26.677337601707347
1410,2020-08-03,60 a 69,477,198,28,11,17.0,13.0,2,77345,16.80780916672054,21.979442756480704
1411,2020-08-03,70 a 79,365,220,28,36,6.0,4.0,0,53066,7.537783137979121,11.306674706968682
1412,2020-08-03,Mayor de 80,684,372,0,161,13.0,12.0,2,41042,29.238341211441938,31.674869645728766
1413,2020-08-04,0 a 9,32,5,2,0,12.0,10.0,0,46913,21.316053119604376,25.57926374352525
1414,2020-08-04,10 a 19,73,7,1,0,28.0,20.0,5,55828,35.824317546750734,50.154044565451024
1415,2020-08-04,20 a 29,252,22,2,0,66.0,51.0,14,50505,100.98010098010099,130.68013068013067
1416,2020-08-04,30 a 39,356,45,4,1,33.0,22.0,3,70473,31.217629446738467,46.8264441701077
1417,2020-08-04,40 a 49,554,116,10,1,29.0,22.0,8,97769,22.502020067710625,29.66175372561855
1418,2020-08-04,50 a 59,624,162,8,2,28.0,18.0,5,89964,20.008003201280513,31.123560535325243
1419,2020-08-04,60 a 69,480,198,28,11,20.0,16.0,3,77345,20.68653435904066,25.858167948800826
1420,2020-08-04,70 a 79,367,221,28,36,8.0,6.0,2,53066,11.306674706968682,15.075566275958241
1421,2020-08-04,Mayor de 80,684,372,0,161,13.0,12.0,0,41042,29.238341211441938,31.674869645728766
1422,2020-08-05,0 a 9,35,5,2,0,15.0,13.0,3,46913,27.710869055485688,31.97407967940656
1423,2020-08-05,10 a 19,74,7,1,0,28.0,20.0,1,55828,35.824317546750734,50.154044565451024
1424,2020-08-05,20 a 29,256,22,2,0,69.0,51.0,4,50505,100.98010098010099,136.6201366201366
1425,2020-08-05,30 a 39,357,45,4,1,33.0,22.0,1,70473,31.217629446738467,46.8264441701077
1426,2020-08-05,40 a 49,558,116,10,1,32.0,25.0,4,97769,25.570477349671165,32.730211007579086
1427,2020-08-05,50 a 59,629,164,8,2,32.0,21.0,5,89964,23.342670401493933,35.56978346894313
1428,2020-08-05,60 a 69,481,198,28,11,20.0,16.0,1,77345,20.68653435904066,25.858167948800826
1429,2020-08-05,70 a 79,368,222,28,36,9.0,7.0,1,53066,13.19112049146346,16.96001206045302
1430,2020-08-05,Mayor de 80,685,373,0,161,14.0,11.0,1,41042,26.801812777155114,34.11139808001559
1431,2020-08-06,0 a 9,38,6,2,0,18.0,16.0,3,46913,34.105684991367,38.368895615287876
1432,2020-08-06,10 a 19,80,7,1,0,32.0,25.0,6,55828,44.78039693343842,57.31890807480118
1433,2020-08-06,20 a 29,264,22,2,0,74.0,55.0,8,50505,108.9001089001089,146.5201465201465
1434,2020-08-06,30 a 39,364,45,4,1,37.0,26.0,7,70473,36.89356207341819,52.502376796787416
1435,2020-08-06,40 a 49,562,117,10,1,34.0,26.0,4,97769,26.593296443658012,34.77584919555279
1436,2020-08-06,50 a 59,637,164,8,2,36.0,28.0,8,89964,31.123560535325243,40.016006402561025
1437,2020-08-06,60 a 69,486,198,28,11,24.0,18.0,5,77345,23.272351153920745,31.029801538560992
1438,2020-08-06,70 a 79,369,222,28,36,8.0,7.0,1,53066,13.19112049146346,15.075566275958241
1439,2020-08-06,Mayor de 80,685,373,0,162,14.0,8.0,0,41042,19.492227474294626,34.11139808001559
1440,2020-08-07,0 a 9,40,7,2,0,19.0,17.0,2,46913,36.237290303327434,40.50050092724831
1441,2020-08-07,10 a 19,84,7,1,0,36.0,26.0,4,55828,46.57161281077595,64.48377158415133
1442,2020-08-07,20 a 29,269,22,2,0,77.0,52.0,5,50505,102.96010296010296,152.46015246015244
1443,2020-08-07,30 a 39,371,45,4,1,42.0,27.0,7,70473,38.31254523008812,59.59729258013707
1444,2020-08-07,40 a 49,566,118,10,1,35.0,29.0,4,97769,29.66175372561855,35.79866828953963
1445,2020-08-07,50 a 59,640,164,8,2,38.0,31.0,3,89964,34.458227735538664,42.23911786936997
1446,2020-08-07,60 a 69,490,198,28,11,27.0,21.0,4,77345,27.151076346240867,34.908526730881114
1447,2020-08-07,70 a 79,369,222,28,36,8.0,7.0,0,53066,13.19112049146346,15.075566275958241
1448,2020-08-07,Mayor de 80,688,374,0,162,17.0,11.0,3,41042,26.801812777155114,41.42098338287608
1449,2020-08-08,0 a 9,43,7,2,0,22.0,16.0,3,46913,34.105684991367,46.89531686312962
1450,2020-08-08,10 a 19,86,7,1,0,38.0,25.0,2,55828,44.78039693343842,68.0662033388264
1451,2020-08-08,20 a 29,279,22,2,0,86.0,58.0,10,50505,114.84011484011484,170.28017028017027
1452,2020-08-08,30 a 39,372,45,4,1,40.0,25.0,1,70473,35.47457891674826,56.75932626679722
1453,2020-08-08,40 a 49,571,118,10,1,39.0,33.0,5,97769,33.75303010156593,39.889944665487015
1454,2020-08-08,50 a 59,644,164,8,2,42.0,32.0,4,89964,35.56978346894313,46.68534080298787
1455,2020-08-08,60 a 69,493,199,28,11,29.0,21.0,3,77345,27.151076346240867,37.4943435257612
1456,2020-08-08,70 a 79,371,223,28,36,10.0,8.0,2,53066,15.075566275958241,18.8444578449478
1457,2020-08-08,Mayor de 80,690,374,0,162,19.0,11.0,2,41042,26.801812777155114,46.29404025144973
1458,2020-08-09,0 a 9,44,8,2,0,22.0,14.0,1,46913,29.842474367446126,46.89531686312962
1459,2020-08-09,10 a 19,91,7,1,0,43.0,28.0,5,55828,50.154044565451024,77.02228272551407
1460,2020-08-09,20 a 29,284,22,2,0,89.0,59.0,5,50505,116.82011682011682,176.2201762201762
1461,2020-08-09,30 a 39,375,45,4,1,42.0,27.0,3,70473,38.31254523008812,59.59729258013707
1462,2020-08-09,40 a 49,577,118,10,1,45.0,37.0,6,97769,37.84430647751332,46.02685922940809
1463,2020-08-09,50 a 59,646,164,8,2,43.0,32.0,2,89964,35.56978346894313,47.79689653639233
1464,2020-08-09,60 a 69,497,199,28,11,33.0,22.0,4,77345,28.443984743680907,42.665977115521365
1465,2020-08-09,70 a 79,371,223,28,36,10.0,6.0,0,53066,11.306674706968682,18.8444578449478
1466,2020-08-09,Mayor de 80,693,375,0,162,22.0,11.0,3,41042,26.801812777155114,53.60362555431023
1467,2020-08-10,0 a 9,44,8,2,0,22.0,12.0,0,46913,25.57926374352525,46.89531686312962
1468,2020-08-10,10 a 19,93,7,1,0,40.0,25.0,2,55828,44.78039693343842,71.64863509350147
1469,2020-08-10,20 a 29,290,24,2,0,89.0,52.0,6,50505,102.96010296010296,176.2201762201762
1470,2020-08-10,30 a 39,377,45,4,1,43.0,24.0,2,70473,34.055595760078326,61.01627573680701
1471,2020-08-10,40 a 49,580,118,10,1,48.0,34.0,3,97769,34.77584919555279,49.09531651136863
1472,2020-08-10,50 a 59,648,164,8,2,43.0,29.0,2,89964,32.23511626872971,47.79689653639233
1473,2020-08-10,60 a 69,499,200,28,11,35.0,22.0,2,77345,28.443984743680907,45.251793910401446
1474,2020-08-10,70 a 79,371,223,28,36,10.0,6.0,0,53066,11.306674706968682,18.8444578449478
1475,2020-08-10,Mayor de 80,693,376,0,163,21.0,9.0,0,41042,21.928755908581454,51.16709712002339
1476,2020-08-11,0 a 9,47,8,2,0,25.0,15.0,3,46913,31.97407967940656,53.290132799010934
1477,2020-08-11,10 a 19,99,7,1,0,46.0,26.0,6,55828,46.57161281077595,82.3959303575267
1478,2020-08-11,20 a 29,306,24,2,0,105.0,54.0,16,50505,106.92010692010692,207.9002079002079
1479,2020-08-11,30 a 39,391,45,4,1,57.0,35.0,14,70473,49.66441048344756,80.88203993018602
1480,2020-08-11,40 a 49,587,118,10,1,55.0,33.0,7,97769,33.75303010156593,56.25505016927656
1481,2020-08-11,50 a 59,655,164,8,2,49.0,31.0,7,89964,34.458227735538664,54.46623093681918
1482,2020-08-11,60 a 69,503,201,28,11,39.0,23.0,4,77345,29.73689314112095,50.42342750016161
1483,2020-08-11,70 a 79,373,224,28,36,12.0,6.0,2,53066,11.306674706968682,22.613349413937364
1484,2020-08-11,Mayor de 80,700,377,0,164,28.0,16.0,7,41042,38.98445494858925,68.22279616003118
1485,2020-08-12,0 a 9,49,8,2,0,27.0,14.0,2,46913,29.842474367446126,57.55334342293181
1486,2020-08-12,10 a 19,102,7,1,0,48.0,28.0,3,55828,50.154044565451024,85.97836211220176
1487,2020-08-12,20 a 29,318,24,2,0,113.0,62.0,12,50505,122.76012276012275,223.74022374022374
1488,2020-08-12,30 a 39,402,45,4,1,67.0,45.0,11,70473,63.854242050146865,95.07187149688534
1489,2020-08-12,40 a 49,598,119,10,1,65.0,40.0,11,97769,40.91276375947386,66.48324110914503
1490,2020-08-12,50 a 59,658,164,8,2,50.0,29.0,3,89964,32.23511626872971,55.577786670223645
1491,2020-08-12,60 a 69,506,202,28,11,41.0,25.0,3,77345,32.32270993600103,53.00924429504169
1492,2020-08-12,70 a 79,376,224,28,36,15.0,8.0,3,53066,15.075566275958241,28.266686767421703
1493,2020-08-12,Mayor de 80,700,377,0,164,26.0,15.0,0,41042,36.547926514302425,63.34973929145753
1494,2020-08-13,0 a 9,53,9,2,0,31.0,15.0,4,46913,31.97407967940656,66.07976467077356
1495,2020-08-13,10 a 19,106,7,1,0,51.0,26.0,4,55828,46.57161281077595,91.35200974421437
1496,2020-08-13,20 a 29,327,25,2,0,118.0,63.0,9,50505,124.74012474012474,233.64023364023365
1497,2020-08-13,30 a 39,419,45,4,1,81.0,55.0,17,70473,78.04407361684616,114.93763569026436
1498,2020-08-13,40 a 49,601,119,10,1,65.0,39.0,3,97769,39.889944665487015,66.48324110914503
1499,2020-08-13,50 a 59,668,164,8,2,59.0,31.0,10,89964,34.458227735538664,65.5817882708639
1500,2020-08-13,60 a 69,513,203,28,11,45.0,27.0,7,77345,34.908526730881114,58.18087788480186
1501,2020-08-13,70 a 79,379,224,28,36,17.0,10.0,3,53066,18.8444578449478,32.03557833641126
1502,2020-08-13,Mayor de 80,708,378,0,164,31.0,23.0,8,41042,56.04015398859704,75.53238146289168
1503,2020-08-14,0 a 9,62,11,2,0,39.0,22.0,9,46913,46.89531686312962,83.13260716645706
1504,2020-08-14,10 a 19,109,7,1,0,51.0,25.0,3,55828,44.78039693343842,91.35200974421437
1505,2020-08-14,20 a 29,334,25,2,0,117.0,65.0,7,50505,128.7001287001287,231.66023166023166
1506,2020-08-14,30 a 39,432,45,4,1,88.0,61.0,13,70473,86.55797255686575,124.87051778695387
1507,2020-08-14,40 a 49,616,120,10,1,79.0,50.0,15,97769,51.14095469934233,80.80270842496088
1508,2020-08-14,50 a 59,676,164,8,2,67.0,36.0,8,89964,40.016006402561025,74.47423413809969
