Fecha;Rango_edad;Sexo;Casos;Hospitalizados;Ingresos_uci;Fallecidos
17/08/2020;80 a 89;Hombre;172;116;0;44
17/08/2020;90 a 99;Hombre;59;38;0;22
17/08/2020;Mayor de 100;Hombre;3;3;0;2
17/08/2020;0 a 9;Mujer;40;5;0;0
17/08/2020;10 a 19;Mujer;68;4;0;0
17/08/2020;20 a 29;Mujer;221;13;0;0
17/08/2020;30 a 39;Mujer;293;24;2;0
17/08/2020;40 a 49;Mujer;395;55;2;0
17/08/2020;50 a 59;Mujer;437;72;2;0
17/08/2020;60 a 69;Mujer;272;75;9;1
17/08/2020;70 a 79;Mujer;193;95;6;15
17/08/2020;80 a 89;Mujer;315;158;0;55
17/08/2020;90 a 99;Mujer;160;67;0;38
17/08/2020;Mayor de 100;Mujer;8;4;0;3
18/08/2020;0 a 9;Hombre;41;7;2;0
18/08/2020;10 a 19;Hombre;59;3;1;0
18/08/2020;20 a 29;Hombre;141;12;2;0
18/08/2020;30 a 39;Hombre;174;23;2;1
18/08/2020;40 a 49;Hombre;244;66;8;1
18/08/2020;50 a 59;Hombre;245;94;6;2
18/08/2020;60 a 69;Hombre;264;129;19;10
18/08/2020;70 a 79;Hombre;196;131;24;21
18/08/2020;80 a 89;Hombre;174;117;0;44
18/08/2020;90 a 99;Hombre;59;38;0;22
18/08/2020;Mayor de 100;Hombre;3;3;0;2
18/08/2020;0 a 9;Mujer;41;5;0;0
18/08/2020;10 a 19;Mujer;70;4;0;0
18/08/2020;20 a 29;Mujer;228;13;0;0
18/08/2020;30 a 39;Mujer;299;25;2;0
18/08/2020;40 a 49;Mujer;402;55;2;0
18/08/2020;50 a 59;Mujer;439;73;2;0
18/08/2020;60 a 69;Mujer;275;75;9;1
18/08/2020;70 a 79;Mujer;194;95;6;15
18/08/2020;80 a 89;Mujer;316;159;0;55
18/08/2020;90 a 99;Mujer;161;67;0;38
18/08/2020;Mayor de 100;Mujer;8;4;0;3
19/08/2020;0 a 9;Hombre;45;7;2;0
19/08/2020;10 a 19;Hombre;62;3;1;0
19/08/2020;20 a 29;Hombre;144;12;2;0
19/08/2020;30 a 39;Hombre;174;23;2;1
19/08/2020;40 a 49;Hombre;246;66;8;1
19/08/2020;50 a 59;Hombre;248;94;6;2
19/08/2020;60 a 69;Hombre;268;129;19;10
19/08/2020;70 a 79;Hombre;197;132;24;21
19/08/2020;80 a 89;Hombre;175;117;0;44
19/08/2020;90 a 99;Hombre;60;39;0;23
19/08/2020;Mayor de 100;Hombre;3;3;0;2
19/08/2020;0 a 9;Mujer;45;5;0;0
19/08/2020;10 a 19;Mujer;72;4;0;0
19/08/2020;20 a 29;Mujer;232;13;0;0
19/08/2020;30 a 39;Mujer;302;26;2;0
19/08/2020;40 a 49;Mujer;406;56;3;0
19/08/2020;50 a 59;Mujer;446;73;2;0
19/08/2020;60 a 69;Mujer;276;75;9;1
19/08/2020;70 a 79;Mujer;195;95;6;15
19/08/2020;80 a 89;Mujer;317;159;0;55
19/08/2020;90 a 99;Mujer;161;67;0;38
19/08/2020;Mayor de 100;Mujer;8;4;0;3
20/08/2020;0 a 9;Hombre;47;7;2;0
20/08/2020;10 a 19;Hombre;63;3;1;0
20/08/2020;20 a 29;Hombre;150;12;2;0
20/08/2020;30 a 39;Hombre;181;24;2;1
20/08/2020;40 a 49;Hombre;252;66;8;1
20/08/2020;50 a 59;Hombre;253;94;6;2
20/08/2020;60 a 69;Hombre;270;129;19;10
20/08/2020;70 a 79;Hombre;202;133;24;21
20/08/2020;80 a 89;Hombre;175;117;0;44
20/08/2020;90 a 99;Hombre;60;39;0;23
20/08/2020;Mayor de 100;Hombre;3;3;0;2
20/08/2020;0 a 9;Mujer;45;5;0;0
20/08/2020;10 a 19;Mujer;75;4;0;0
20/08/2020;20 a 29;Mujer;242;13;0;0
20/08/2020;30 a 39;Mujer;308;26;2;0
20/08/2020;40 a 49;Mujer;415;56;3;0
20/08/2020;50 a 59;Mujer;454;74;2;0
20/08/2020;60 a 69;Mujer;281;75;9;1
20/08/2020;70 a 79;Mujer;196;96;6;15
20/08/2020;80 a 89;Mujer;317;159;0;55
20/08/2020;90 a 99;Mujer;162;67;0;38
20/08/2020;Mayor de 100;Mujer;8;4;0;3
21/08/2020;0 a 9;Hombre;52;7;2;0
21/08/2020;10 a 19;Hombre;65;3;1;0
21/08/2020;20 a 29;Hombre;159;12;2;0
21/08/2020;30 a 39;Hombre;187;24;2;1
21/08/2020;40 a 49;Hombre;257;66;8;1
21/08/2020;50 a 59;Hombre;257;95;6;2
21/08/2020;60 a 69;Hombre;273;129;19;10
21/08/2020;70 a 79;Hombre;206;134;24;21
21/08/2020;80 a 89;Hombre;177;118;0;44
21/08/2020;90 a 99;Hombre;61;40;0;23
21/08/2020;Mayor de 100;Hombre;3;3;0;2
21/08/2020;0 a 9;Mujer;52;6;0;0
21/08/2020;10 a 19;Mujer;79;5;0;0
21/08/2020;20 a 29;Mujer;255;13;0;0
21/08/2020;30 a 39;Mujer;313;26;2;0
21/08/2020;40 a 49;Mujer;421;57;3;0
21/08/2020;50 a 59;Mujer;465;77;2;0
21/08/2020;60 a 69;Mujer;284;75;9;1
21/08/2020;70 a 79;Mujer;199;97;6;15
21/08/2020;80 a 89;Mujer;317;159;0;55
21/08/2020;90 a 99;Mujer;164;68;0;38
21/08/2020;Mayor de 100;Mujer;8;4;0;3
22/08/2020;0 a 9;Hombre;55;7;2;0
22/08/2020;10 a 19;Hombre;68;3;1;0
22/08/2020;20 a 29;Hombre;163;12;2;0
22/08/2020;30 a 39;Hombre;194;24;2;1
22/08/2020;40 a 49;Hombre;262;67;8;1
22/08/2020;50 a 59;Hombre;259;95;6;2
22/08/2020;60 a 69;Hombre;276;129;19;10
22/08/2020;70 a 79;Hombre;209;134;24;21
22/08/2020;80 a 89;Hombre;177;118;0;44
22/08/2020;90 a 99;Hombre;62;40;0;23
22/08/2020;Mayor de 100;Hombre;3;3;0;2
22/08/2020;0 a 9;Mujer;56;6;0;0
22/08/2020;10 a 19;Mujer;80;5;0;0
22/08/2020;20 a 29;Mujer;265;13;0;0
22/08/2020;30 a 39;Mujer;322;26;2;0
22/08/2020;40 a 49;Mujer;428;57;3;0
22/08/2020;50 a 59;Mujer;469;77;2;0
22/08/2020;60 a 69;Mujer;289;75;9;1
22/08/2020;70 a 79;Mujer;202;97;6;15
22/08/2020;80 a 89;Mujer;317;159;0;55
22/08/2020;90 a 99;Mujer;164;68;0;38
22/08/2020;Mayor de 100;Mujer;8;4;0;3
23/08/2020;0 a 9;Hombre;58;7;2;0
23/08/2020;10 a 19;Hombre;69;3;1;0
23/08/2020;20 a 29;Hombre;168;12;2;0
23/08/2020;30 a 39;Hombre;196;24;2;1
23/08/2020;40 a 49;Hombre;263;67;8;1
23/08/2020;50 a 59;Hombre;261;95;6;2
23/08/2020;60 a 69;Hombre;276;129;19;10
23/08/2020;70 a 79;Hombre;212;136;24;21
23/08/2020;80 a 89;Hombre;178;118;0;44
23/08/2020;90 a 99;Hombre;62;40;0;23
23/08/2020;Mayor de 100;Hombre;3;3;0;2
23/08/2020;0 a 9;Mujer;58;6;0;0
23/08/2020;10 a 19;Mujer;82;6;0;0
23/08/2020;20 a 29;Mujer;269;14;0;0
23/08/2020;30 a 39;Mujer;326;26;2;0
23/08/2020;40 a 49;Mujer;430;57;3;0
23/08/2020;50 a 59;Mujer;471;77;2;0
23/08/2020;60 a 69;Mujer;290;75;9;1
23/08/2020;70 a 79;Mujer;202;97;6;15
23/08/2020;80 a 89;Mujer;319;159;0;55
23/08/2020;90 a 99;Mujer;164;68;0;38
23/08/2020;Mayor de 100;Mujer;8;4;0;3
24/08/2020;0 a 9;Hombre;58;7;2;0
24/08/2020;10 a 19;Hombre;69;3;1;0
24/08/2020;20 a 29;Hombre;170;12;2;0
24/08/2020;30 a 39;Hombre;199;24;2;1
24/08/2020;40 a 49;Hombre;265;67;8;1
24/08/2020;50 a 59;Hombre;265;95;6;2
24/08/2020;60 a 69;Hombre;280;129;19;10
24/08/2020;70 a 79;Hombre;216;136;24;21
24/08/2020;80 a 89;Hombre;180;118;0;44
24/08/2020;90 a 99;Hombre;62;40;0;23
24/08/2020;Mayor de 100;Hombre;3;3;0;2
24/08/2020;0 a 9;Mujer;60;6;0;0
24/08/2020;10 a 19;Mujer;87;6;0;0
24/08/2020;20 a 29;Mujer;273;14;0;0
24/08/2020;30 a 39;Mujer;330;26;2;0
24/08/2020;40 a 49;Mujer;435;58;3;0
24/08/2020;50 a 59;Mujer;476;77;2;0
24/08/2020;60 a 69;Mujer;291;75;9;1
24/08/2020;70 a 79;Mujer;205;98;6;15
24/08/2020;80 a 89;Mujer;322;161;0;55
24/08/2020;90 a 99;Mujer;165;69;0;38
24/08/2020;Mayor de 100;Mujer;8;4;0;3
25/08/2020;0 a 9;Hombre;60;7;2;0
25/08/2020;10 a 19;Hombre;73;3;1;0
25/08/2020;20 a 29;Hombre;177;12;2;0
25/08/2020;30 a 39;Hombre;205;24;2;1
25/08/2020;40 a 49;Hombre;271;67;8;1
25/08/2020;50 a 59;Hombre;272;95;6;2
25/08/2020;60 a 69;Hombre;281;129;19;10
25/08/2020;70 a 79;Hombre;220;138;24;21
25/08/2020;80 a 89;Hombre;180;118;0;44
25/08/2020;90 a 99;Hombre;63;40;0;23
25/08/2020;Mayor de 100;Hombre;3;3;0;2
25/08/2020;0 a 9;Mujer;63;6;0;0
25/08/2020;10 a 19;Mujer;91;6;0;0
25/08/2020;20 a 29;Mujer;285;14;0;0
25/08/2020;30 a 39;Mujer;334;26;2;0
25/08/2020;40 a 49;Mujer;441;58;3;0
25/08/2020;50 a 59;Mujer;480;77;2;0
25/08/2020;60 a 69;Mujer;298;76;9;1
25/08/2020;70 a 79;Mujer;210;98;6;15
25/08/2020;80 a 89;Mujer;324;162;0;55
25/08/2020;90 a 99;Mujer;166;70;0;38
25/08/2020;Mayor de 100;Mujer;8;4;0;3
26/08/2020;0 a 9;Hombre;62;7;2;0
26/08/2020;10 a 19;Hombre;75;3;1;0
26/08/2020;20 a 29;Hombre;184;12;2;0
26/08/2020;30 a 39;Hombre;209;24;2;1
26/08/2020;40 a 49;Hombre;277;68;8;1
26/08/2020;50 a 59;Hombre;274;95;6;2
26/08/2020;60 a 69;Hombre;290;129;19;10
26/08/2020;70 a 79;Hombre;222;138;24;21
26/08/2020;80 a 89;Hombre;180;118;0;44
26/08/2020;90 a 99;Hombre;63;41;0;23
26/08/2020;Mayor de 100;Hombre;3;3;0;2
26/08/2020;0 a 9;Mujer;67;6;0;0
26/08/2020;10 a 19;Mujer;100;6;0;0
26/08/2020;20 a 29;Mujer;294;14;0;0
26/08/2020;30 a 39;Mujer;343;26;2;0
26/08/2020;40 a 49;Mujer;450;58;3;0
26/08/2020;50 a 59;Mujer;488;77;2;0
26/08/2020;60 a 69;Mujer;302;76;9;1
26/08/2020;70 a 79;Mujer;211;98;6;15
26/08/2020;80 a 89;Mujer;327;164;0;55
26/08/2020;90 a 99;Mujer;167;70;0;38
26/08/2020;Mayor de 100;Mujer;8;4;0;3
27/08/2020;0 a 9;Hombre;63;7;2;0
27/08/2020;10 a 19;Hombre;80;3;1;0
27/08/2020;20 a 29;Hombre;194;13;2;0
27/08/2020;30 a 39;Hombre;216;24;2;1
27/08/2020;40 a 49;Hombre;285;68;8;1
27/08/2020;50 a 59;Hombre;281;95;6;2
27/08/2020;60 a 69;Hombre;293;129;19;10
27/08/2020;70 a 79;Hombre;226;140;24;21
27/08/2020;80 a 89;Hombre;183;120;0;44
27/08/2020;90 a 99;Hombre;63;41;0;23
27/08/2020;Mayor de 100;Hombre;3;3;0;2
27/08/2020;0 a 9;Mujer;71;7;0;0
27/08/2020;10 a 19;Mujer;102;6;0;0
27/08/2020;20 a 29;Mujer;304;14;0;0
27/08/2020;30 a 39;Mujer;348;26;2;0
27/08/2020;40 a 49;Mujer;463;58;3;0
27/08/2020;50 a 59;Mujer;493;77;2;0
27/08/2020;60 a 69;Mujer;308;76;9;1
27/08/2020;70 a 79;Mujer;213;98;6;15
27/08/2020;80 a 89;Mujer;329;164;0;55
27/08/2020;90 a 99;Mujer;167;70;0;38
27/08/2020;Mayor de 100;Mujer;8;4;0;3
28/08/2020;0 a 9;Hombre;69;7;2;0
28/08/2020;10 a 19;Hombre;84;3;1;0
28/08/2020;20 a 29;Hombre;206;13;2;0
28/08/2020;30 a 39;Hombre;227;24;2;1
28/08/2020;40 a 49;Hombre;295;69;8;1
28/08/2020;50 a 59;Hombre;289;96;6;2
28/08/2020;60 a 69;Hombre;298;130;19;10
28/08/2020;70 a 79;Hombre;230;140;24;21
28/08/2020;80 a 89;Hombre;183;120;0;44
28/08/2020;90 a 99;Hombre;63;41;0;23
28/08/2020;Mayor de 100;Hombre;3;3;0;2
28/08/2020;0 a 9;Mujer;76;7;0;0
28/08/2020;10 a 19;Mujer;106;6;0;0
28/08/2020;20 a 29;Mujer;313;14;0;0
28/08/2020;30 a 39;Mujer;357;26;2;0
28/08/2020;40 a 49;Mujer;479;58;3;0
28/08/2020;50 a 59;Mujer;505;77;2;0
28/08/2020;60 a 69;Mujer;312;76;9;1
28/08/2020;70 a 79;Mujer;213;98;6;15
28/08/2020;80 a 89;Mujer;334;165;0;55
28/08/2020;90 a 99;Mujer;169;71;0;38
28/08/2020;Mayor de 100;Mujer;8;4;0;3
29/08/2020;0 a 9;Hombre;70;7;2;0
29/08/2020;10 a 19;Hombre;93;3;1;0
29/08/2020;20 a 29;Hombre;214;13;2;0
29/08/2020;30 a 39;Hombre;237;24;2;1
29/08/2020;40 a 49;Hombre;301;69;8;1
29/08/2020;50 a 59;Hombre;295;96;6;2
29/08/2020;60 a 69;Hombre;305;130;19;10
29/08/2020;70 a 79;Hombre;233;140;24;21
29/08/2020;80 a 89;Hombre;186;121;0;44
29/08/2020;90 a 99;Hombre;64;41;0;23
29/08/2020;Mayor de 100;Hombre;3;3;0;2
29/08/2020;0 a 9;Mujer;80;7;0;0
29/08/2020;10 a 19;Mujer;109;6;0;0
29/08/2020;20 a 29;Mujer;326;14;0;0
29/08/2020;30 a 39;Mujer;367;27;2;0
29/08/2020;40 a 49;Mujer;490;58;3;0
29/08/2020;50 a 59;Mujer;512;77;2;0
29/08/2020;60 a 69;Mujer;317;76;9;1
29/08/2020;70 a 79;Mujer;216;99;6;17
29/08/2020;80 a 89;Mujer;336;165;0;55
29/08/2020;90 a 99;Mujer;170;72;0;38
29/08/2020;Mayor de 100;Mujer;8;4;0;3
30/08/2020;0 a 9;Hombre;71;7;2;0
30/08/2020;10 a 19;Hombre;97;3;1;0
30/08/2020;20 a 29;Hombre;217;13;2;0
30/08/2020;30 a 39;Hombre;244;24;2;1
30/08/2020;40 a 49;Hombre;303;69;8;1
30/08/2020;50 a 59;Hombre;302;96;6;2
30/08/2020;60 a 69;Hombre;308;130;19;10
30/08/2020;70 a 79;Hombre;237;142;24;21
30/08/2020;80 a 89;Hombre;189;123;0;44
30/08/2020;90 a 99;Hombre;64;41;0;23
30/08/2020;Mayor de 100;Hombre;3;3;0;2
30/08/2020;0 a 9;Mujer;82;7;0;0
30/08/2020;10 a 19;Mujer;113;6;0;0
30/08/2020;20 a 29;Mujer;330;14;0;0
30/08/2020;30 a 39;Mujer;371;27;2;0
30/08/2020;40 a 49;Mujer;496;58;3;0
30/08/2020;50 a 59;Mujer;519;77;2;0
30/08/2020;60 a 69;Mujer;320;76;9;1
30/08/2020;70 a 79;Mujer;217;99;6;17
30/08/2020;80 a 89;Mujer;338;166;0;55
30/08/2020;90 a 99;Mujer;170;72;0;38
30/08/2020;Mayor de 100;Mujer;8;4;0;3
31/08/2020;0 a 9;Hombre;75;7;2;0
31/08/2020;10 a 19;Hombre;101;3;1;0
31/08/2020;20 a 29;Hombre;220;13;2;0
31/08/2020;30 a 39;Hombre;247;24;2;1
31/08/2020;40 a 49;Hombre;308;69;8;1
31/08/2020;50 a 59;Hombre;306;96;7;2
31/08/2020;60 a 69;Hombre;311;132;19;10
31/08/2020;70 a 79;Hombre;237;144;24;21
31/08/2020;80 a 89;Hombre;191;123;0;44
31/08/2020;90 a 99;Hombre;64;41;0;23
31/08/2020;Mayor de 100;Hombre;3;3;0;2
31/08/2020;0 a 9;Mujer;87;7;0;0
31/08/2020;10 a 19;Mujer;113;6;0;0
31/08/2020;20 a 29;Mujer;334;14;0;0
31/08/2020;30 a 39;Mujer;375;27;2;0
31/08/2020;40 a 49;Mujer;505;58;3;0
31/08/2020;50 a 59;Mujer;523;77;2;0
31/08/2020;60 a 69;Mujer;325;77;10;1
31/08/2020;70 a 79;Mujer;219;100;6;17
31/08/2020;80 a 89;Mujer;339;166;0;55
31/08/2020;90 a 99;Mujer;173;73;0;39
31/08/2020;Mayor de 100;Mujer;8;4;0;3
01/09/2020;0 a 9;Hombre;79;7;2;0
01/09/2020;10 a 19;Hombre;103;3;1;0
01/09/2020;20 a 29;Hombre;226;13;2;0
01/09/2020;30 a 39;Hombre;257;24;2;1
01/09/2020;40 a 49;Hombre;317;70;8;1
01/09/2020;50 a 59;Hombre;315;96;7;2
01/09/2020;60 a 69;Hombre;314;135;19;10
01/09/2020;70 a 79;Hombre;243;144;25;21
01/09/2020;80 a 89;Hombre;192;124;0;44
01/09/2020;90 a 99;Hombre;64;41;0;23
01/09/2020;Mayor de 100;Hombre;3;3;0;2
01/09/2020;0 a 9;Mujer;91;7;0;0
01/09/2020;10 a 19;Mujer;120;6;0;0
01/09/2020;20 a 29;Mujer;345;14;0;0
01/09/2020;30 a 39;Mujer;382;27;2;0
01/09/2020;40 a 49;Mujer;515;59;3;0
01/09/2020;50 a 59;Mujer;533;78;2;0
01/09/2020;60 a 69;Mujer;329;77;10;1
01/09/2020;70 a 79;Mujer;225;101;6;17
01/09/2020;80 a 89;Mujer;346;168;0;55
01/09/2020;90 a 99;Mujer;173;74;0;39
01/09/2020;Mayor de 100;Mujer;8;4;0;3
02/09/2020;0 a 9;Hombre;83;8;2;0
02/09/2020;10 a 19;Hombre;104;3;1;0
02/09/2020;20 a 29;Hombre;236;13;2;0
02/09/2020;30 a 39;Hombre;263;24;2;1
02/09/2020;40 a 49;Hombre;327;70;8;1
02/09/2020;50 a 59;Hombre;319;97;7;2
02/09/2020;60 a 69;Hombre;317;135;19;10
02/09/2020;70 a 79;Hombre;246;144;25;21
02/09/2020;80 a 89;Hombre;193;125;0;44
02/09/2020;90 a 99;Hombre;64;41;0;23
02/09/2020;Mayor de 100;Hombre;3;3;0;2
02/09/2020;0 a 9;Mujer;93;7;0;0
02/09/2020;10 a 19;Mujer;123;6;0;0
02/09/2020;20 a 29;Mujer;355;14;0;0
02/09/2020;30 a 39;Mujer;391;27;2;0
02/09/2020;40 a 49;Mujer;526;60;3;1
02/09/2020;50 a 59;Mujer;546;79;2;0
02/09/2020;60 a 69;Mujer;336;78;10;1
02/09/2020;70 a 79;Mujer;230;102;6;17
02/09/2020;80 a 89;Mujer;349;169;0;55
02/09/2020;90 a 99;Mujer;173;74;0;39
02/09/2020;Mayor de 100;Mujer;8;4;0;3
03/09/2020;0 a 9;Hombre;87;8;2;0
03/09/2020;10 a 19;Hombre;114;3;1;0
03/09/2020;20 a 29;Hombre;239;13;2;0
03/09/2020;30 a 39;Hombre;278;24;2;1
03/09/2020;40 a 49;Hombre;339;70;8;1
03/09/2020;50 a 59;Hombre;334;98;7;2
03/09/2020;60 a 69;Hombre;326;135;19;10
03/09/2020;70 a 79;Hombre;249;145;25;21
03/09/2020;80 a 89;Hombre;193;125;0;44
03/09/2020;90 a 99;Hombre;64;41;0;23
03/09/2020;Mayor de 100;Hombre;3;3;0;2
03/09/2020;0 a 9;Mujer;96;7;0;0
03/09/2020;10 a 19;Mujer;129;6;0;0
03/09/2020;20 a 29;Mujer;364;14;0;0
03/09/2020;30 a 39;Mujer;402;27;2;0
03/09/2020;40 a 49;Mujer;537;60;3;1
03/09/2020;50 a 59;Mujer;561;80;2;0
03/09/2020;60 a 69;Mujer;351;78;10;1
03/09/2020;70 a 79;Mujer;239;103;6;17
03/09/2020;80 a 89;Mujer;351;170;0;55
03/09/2020;90 a 99;Mujer;174;74;0;39
03/09/2020;Mayor de 100;Mujer;8;4;0;3
04/09/2020;0 a 9;Hombre;90;8;2;0
04/09/2020;10 a 19;Hombre;119;3;1;0
04/09/2020;20 a 29;Hombre;251;13;2;0
04/09/2020;30 a 39;Hombre;289;24;2;1
04/09/2020;40 a 49;Hombre;349;70;8;1
04/09/2020;50 a 59;Hombre;344;99;9;2
04/09/2020;60 a 69;Hombre;331;137;19;10
04/09/2020;70 a 79;Hombre;251;145;25;21
04/09/2020;80 a 89;Hombre;193;125;0;44
04/09/2020;90 a 99;Hombre;64;41;0;23
04/09/2020;Mayor de 100;Hombre;3;3;0;2
04/09/2020;0 a 9;Mujer;105;7;0;0
04/09/2020;10 a 19;Mujer;139;6;0;0
04/09/2020;20 a 29;Mujer;374;15;0;0
04/09/2020;30 a 39;Mujer;409;27;2;0
04/09/2020;40 a 49;Mujer;546;60;3;1
04/09/2020;50 a 59;Mujer;566;80;2;0
04/09/2020;60 a 69;Mujer;358;80;10;1
04/09/2020;70 a 79;Mujer;245;104;6;17
04/09/2020;80 a 89;Mujer;351;170;0;55
04/09/2020;90 a 99;Mujer;174;74;0;40
04/09/2020;Mayor de 100;Mujer;8;4;0;3
05/09/2020;0 a 9;Hombre;91;8;2;0
05/09/2020;10 a 19;Hombre;124;3;1;0
05/09/2020;20 a 29;Hombre;264;13;2;0
05/09/2020;30 a 39;Hombre;295;24;2;1
05/09/2020;40 a 49;Hombre;359;70;8;1
05/09/2020;50 a 59;Hombre;356;99;9;2
05/09/2020;60 a 69;Hombre;337;137;19;10
05/09/2020;70 a 79;Hombre;254;145;27;21
05/09/2020;80 a 89;Hombre;194;125;0;44
05/09/2020;90 a 99;Hombre;64;41;0;23
05/09/2020;Mayor de 100;Hombre;3;3;0;2
05/09/2020;0 a 9;Mujer;107;7;0;0
05/09/2020;10 a 19;Mujer;145;6;0;0
05/09/2020;20 a 29;Mujer;384;15;0;0
05/09/2020;30 a 39;Mujer;417;27;2;0
05/09/2020;40 a 49;Mujer;553;61;3;1
05/09/2020;50 a 59;Mujer;576;81;2;0
05/09/2020;60 a 69;Mujer;366;81;10;1
05/09/2020;70 a 79;Mujer;248;104;6;17
05/09/2020;80 a 89;Mujer;355;171;0;55
05/09/2020;90 a 99;Mujer;175;75;0;40
05/09/2020;Mayor de 100;Mujer;8;4;0;3
06/09/2020;0 a 9;Hombre;96;8;2;0
06/09/2020;10 a 19;Hombre;125;3;1;0
06/09/2020;20 a 29;Hombre;268;13;2;0
06/09/2020;30 a 39;Hombre;297;24;2;1
06/09/2020;40 a 49;Hombre;361;70;8;1
06/09/2020;50 a 59;Hombre;357;100;10;2
06/09/2020;60 a 69;Hombre;343;137;19;10
06/09/2020;70 a 79;Hombre;261;148;27;21
06/09/2020;80 a 89;Hombre;195;125;0;44
06/09/2020;90 a 99;Hombre;64;41;0;23
06/09/2020;Mayor de 100;Hombre;3;3;0;2
06/09/2020;0 a 9;Mujer;109;7;0;0
06/09/2020;10 a 19;Mujer;147;6;0;0
06/09/2020;20 a 29;Mujer;390;15;0;0
06/09/2020;30 a 39;Mujer;426;28;2;0
06/09/2020;40 a 49;Mujer;557;61;3;1
06/09/2020;50 a 59;Mujer;581;81;2;0
06/09/2020;60 a 69;Mujer;368;81;10;1
06/09/2020;70 a 79;Mujer;249;105;7;17
06/09/2020;80 a 89;Mujer;355;171;0;55
06/09/2020;90 a 99;Mujer;175;75;0;40
06/09/2020;Mayor de 100;Mujer;8;4;0;3
07/09/2020;0 a 9;Hombre;103;8;2;0
07/09/2020;10 a 19;Hombre;130;3;1;0
07/09/2020;20 a 29;Hombre;270;13;2;0
07/09/2020;30 a 39;Hombre;298;24;2;1
07/09/2020;40 a 49;Hombre;368;71;8;1
07/09/2020;50 a 59;Hombre;362;100;10;2
07/09/2020;60 a 69;Hombre;345;137;19;10
07/09/2020;70 a 79;Hombre;266;152;27;22
07/09/2020;80 a 89;Hombre;197;126;0;44
07/09/2020;90 a 99;Hombre;64;41;0;23
07/09/2020;Mayor de 100;Hombre;3;3;0;2
07/09/2020;0 a 9;Mujer;110;7;0;0
07/09/2020;10 a 19;Mujer;154;6;0;0
07/09/2020;20 a 29;Mujer;400;15;0;0
07/09/2020;30 a 39;Mujer;430;28;2;0
07/09/2020;40 a 49;Mujer;568;61;3;1
07/09/2020;50 a 59;Mujer;586;81;2;0
07/09/2020;60 a 69;Mujer;370;81;10;1
07/09/2020;70 a 79;Mujer;253;105;7;17
07/09/2020;80 a 89;Mujer;357;172;0;55
07/09/2020;90 a 99;Mujer;176;75;0;40
07/09/2020;Mayor de 100;Mujer;8;4;0;3
08/09/2020;0 a 9;Hombre;103;8;2;0
08/09/2020;10 a 19;Hombre;141;3;1;0
08/09/2020;20 a 29;Hombre;276;13;2;0
08/09/2020;30 a 39;Hombre;303;24;2;1
08/09/2020;40 a 49;Hombre;376;71;8;1
08/09/2020;50 a 59;Hombre;374;101;10;2
08/09/2020;60 a 69;Hombre;352;137;19;10
08/09/2020;70 a 79;Hombre;269;152;27;22
08/09/2020;80 a 89;Hombre;197;126;0;44
08/09/2020;90 a 99;Hombre;64;41;0;23
08/09/2020;Mayor de 100;Hombre;3;3;0;2
08/09/2020;0 a 9;Mujer;114;7;0;0
08/09/2020;10 a 19;Mujer;156;6;0;0
08/09/2020;20 a 29;Mujer;408;15;0;0
08/09/2020;30 a 39;Mujer;441;28;2;0
08/09/2020;40 a 49;Mujer;573;61;3;1
08/09/2020;50 a 59;Mujer;601;81;2;0
08/09/2020;60 a 69;Mujer;377;82;10;1
08/09/2020;70 a 79;Mujer;257;105;7;17
08/09/2020;80 a 89;Mujer;359;172;0;55
08/09/2020;90 a 99;Mujer;177;75;0;40
08/09/2020;Mayor de 100;Mujer;8;4;0;3
09/09/2020;0 a 9;Hombre;105;8;2;0
09/09/2020;10 a 19;Hombre;150;3;1;0
09/09/2020;20 a 29;Hombre;283;13;2;0
09/09/2020;30 a 39;Hombre;311;24;2;1
09/09/2020;40 a 49;Hombre;390;71;8;1
09/09/2020;50 a 59;Hombre;383;101;10;2
09/09/2020;60 a 69;Hombre;365;140;19;10
09/09/2020;70 a 79;Hombre;282;159;27;22
09/09/2020;80 a 89;Hombre;199;126;0;45
09/09/2020;90 a 99;Hombre;64;41;0;23
09/09/2020;Mayor de 100;Hombre;3;3;0;2
09/09/2020;0 a 9;Mujer;120;7;0;0
09/09/2020;10 a 19;Mujer;163;6;0;0
09/09/2020;20 a 29;Mujer;423;15;0;0
09/09/2020;30 a 39;Mujer;458;29;2;0
09/09/2020;40 a 49;Mujer;587;61;3;1
09/09/2020;50 a 59;Mujer;620;81;2;0
09/09/2020;60 a 69;Mujer;387;84;10;1
09/09/2020;70 a 79;Mujer;263;107;7;17
09/09/2020;80 a 89;Mujer;363;173;0;55
09/09/2020;90 a 99;Mujer;177;75;0;40
09/09/2020;Mayor de 100;Mujer;8;4;0;3
10/09/2020;0 a 9;Hombre;111;8;2;0
10/09/2020;10 a 19;Hombre;160;3;1;0
10/09/2020;20 a 29;Hombre;289;13;2;0
10/09/2020;30 a 39;Hombre;322;24;2;1
10/09/2020;40 a 49;Hombre;403;71;8;1
10/09/2020;50 a 59;Hombre;395;101;10;2
10/09/2020;60 a 69;Hombre;372;140;19;10
10/09/2020;70 a 79;Hombre;287;160;27;22
10/09/2020;80 a 89;Hombre;202;126;0;45
10/09/2020;90 a 99;Hombre;64;41;0;23
10/09/2020;Mayor de 100;Hombre;3;3;0;2
10/09/2020;0 a 9;Mujer;128;8;0;0
